age,gender,province,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,churn
58,,Bagmati,Lalitpur,Prepaid,2640,671,3,6.95,9.14,18,100,4,-78,0.6,50,0,0,0,2,0,0,0,0,10,0
60,,Sudurpashchim,Kailali,Prepaid,1680,598,3,8.1,10.66,21,500,3,-76,0.5,50,0,0,0,3,1,0,0,0,15,0
65,,Bagmati,Kathmandu,Prepaid,180,661,3,2.89,3.8,27,50,1,-80,0.76,45,1,24,1,2,0,0,0,0,25,0
35,,Bagmati,Kathmandu,Prepaid,1500,735,3,5.71,7.51,21,500,3,-78,0.54,50,0,0,0,1,1,0,0,0,15,0
35,,Lumbini,Banke,Prepaid,3540,714,1,1.78,2.34,27,200,1,-76,0.42,50,0,0,1,3,0,0,0,0,25,0
54,,Bagmati,Kavre,Postpaid,390,497,1,0.22,0.29,27,1000,1,-80,1.0,50,0,0,1,3,0,0,0,0,25,0
52,,Sudurpashchim,Kanchanpur,Prepaid,420,504,2,4.52,5.95,21,500,3,-74,0.4,50,0,0,0,1,0,0,0,0,15,0
66,,Madhesh,Parsa,Postpaid,2580,648,2,7.55,9.93,27,1000,1,-76,0.46,50,0,0,0,0,1,0,0,0,25,0
58,,Bagmati,Bhaktapur,Postpaid,240,555,7,3.68,4.84,27,1000,1,-78,0.72,40,2,24,1,0,1,0,0,0,25,0
36,,Bagmati,Chitwan,Prepaid,2070,630,3,23.75,31.25,18,500,4,-74,0.32,50,0,0,0,4,0,0,0,0,10,0
42,,Koshi,Jhapa,Prepaid,1920,445,3,18.42,24.24,27,50,1,-78,0.9,50,0,0,1,4,0,0,0,0,25,1
26,,Bagmati,Kavre,Prepaid,1920,648,4,6.24,8.21,24,50,2,-72,0.15,50,0,0,0,4,0,0,0,0,20,1
20,,Bagmati,Kathmandu,Prepaid,720,723,0,3.88,5.11,18,50,4,-70,0.0,45,1,24,0,0,0,0,0,0,10,0
47,,Madhesh,Bara,Postpaid,2370,425,5,11.2,14.74,27,1000,1,-74,0.47,50,0,0,1,1,0,0,0,0,25,0
48,,Bagmati,Bhaktapur,Postpaid,1800,511,3,5.91,7.78,27,1000,1,-76,0.59,50,0,0,0,0,0,0,0,0,25,0
21,,Bagmati,Chitwan,Postpaid,1440,611,4,4.48,5.89,27,1000,1,-76,0.49,50,0,0,0,0,1,0,0,0,25,0
54,,Bagmati,Kathmandu,Prepaid,360,702,2,10.87,14.3,21,500,3,-74,0.28,50,0,0,0,2,0,0,0,0,15,1
29,,Sudurpashchim,Kanchanpur,Prepaid,3180,802,5,59.96,78.89,24,100,2,-72,0.12,50,0,0,0,0,1,0,0,0,20,1
33,,Bagmati,Bhaktapur,Prepaid,840,581,3,3.38,4.45,18,200,4,-78,0.69,45,1,24,1,4,0,0,0,0,10,0
59,,Bagmati,Kavre,Prepaid,2940,453,4,13.25,17.43,18,500,4,-74,0.44,50,0,0,1,0,0,0,0,0,10,1
70,,Bagmati,Kavre,Prepaid,2220,547,7,2.12,2.79,24,500,2,-70,0.0,50,0,0,1,0,0,0,0,0,20,0
25,,Madhesh,Dhanusha,Prepaid,3360,531,5,11.65,15.33,21,200,3,-76,0.56,50,0,0,1,1,1,0,0,0,15,1
46,,Gandaki,Tanahu,Prepaid,2370,776,1,5.53,7.28,18,200,4,-72,0.13,50,0,0,1,1,0,0,0,0,10,0
32,,Bagmati,Bhaktapur,Prepaid,60,709,4,0.64,0.84,24,500,2,-76,0.42,50,0,0,0,0,1,0,0,0,20,0
26,,Bagmati,Kavre,Postpaid,1020,744,5,11.9,15.66,27,1000,1,-78,0.54,50,0,0,1,2,0,0,0,0,25,0
54,,Lumbini,Kapilvastu,Prepaid,420,638,2,9.14,12.03,27,100,1,-76,0.47,50,0,0,0,2,1,0,0,0,25,0
29,,Madhesh,Dhanusha,Postpaid,2880,710,4,5.9,7.76,27,1000,1,-74,0.28,50,0,0,1,0,0,0,0,0,25,0
52,,Karnali,Salyan,Prepaid,3570,456,9,17.52,23.05,18,200,4,-72,0.22,45,1,24,0,2,0,0,0,0,10,0
42,,Bagmati,Kathmandu,Postpaid,2340,731,3,14.96,19.68,27,1000,1,-74,0.27,50,0,0,0,0,1,0,0,0,25,0
68,,Bagmati,Lalitpur,Prepaid,3300,713,3,2.28,3.0,21,50,3,-78,0.56,50,0,0,0,1,0,0,0,0,15,1
46,,Bagmati,Lalitpur,Prepaid,2100,687,3,1.55,2.04,21,200,3,-78,0.58,50,0,0,0,2,0,0,0,0,15,0
64,,Gandaki,Kaski,Prepaid,3240,554,2,0.39,0.51,18,500,4,-72,0.18,50,0,0,0,3,1,0,0,0,10,0
33,,Lumbini,Banke,Prepaid,1920,487,6,16.35,21.51,24,50,2,-80,1.02,50,0,0,1,4,1,0,0,0,20,0
58,,Lumbini,Rupandehi,Prepaid,390,543,3,18.35,24.14,27,100,1,-74,0.37,50,0,0,1,2,0,0,0,0,25,0
59,,Madhesh,Bara,Prepaid,2040,735,4,11.64,15.32,24,500,2,-72,0.14,50,0,0,0,2,0,0,0,0,20,0
38,,Lumbini,Kapilvastu,Postpaid,90,548,6,0.59,0.78,27,1000,1,-72,0.18,50,0,0,1,0,0,0,0,0,25,0
56,,Bagmati,Bhaktapur,Prepaid,3060,574,4,0.28,0.37,24,500,2,-74,0.35,45,1,24,0,0,0,0,0,0,20,0
46,,Bagmati,Kathmandu,Prepaid,2460,578,6,1.68,2.21,21,50,3,-70,0.0,50,0,0,0,0,0,0,0,0,15,0
55,,Sudurpashchim,Kailali,Prepaid,2400,689,5,4.04,5.32,24,50,2,-76,0.43,45,1,24,0,4,1,0,0,0,20,0
50,,Lumbini,Banke,Postpaid,1680,534,2,9.21,12.12,27,1000,1,-74,0.37,50,0,0,0,3,1,0,0,0,25,0
45,,Madhesh,Parsa,Prepaid,2250,608,4,7.32,9.63,24,50,2,-86,1.31,50,0,0,0,4,0,0,0,0,20,0
60,,Bagmati,Kathmandu,Postpaid,3120,674,4,8.34,10.97,27,1000,1,-74,0.3,50,0,0,0,0,0,0,0,0,25,0
29,,Koshi,Jhapa,Prepaid,1740,642,8,1.17,1.54,27,500,1,-76,0.47,50,0,0,1,3,0,0,0,0,25,0
40,,Gandaki,Syangja,Prepaid,750,770,1,4.03,5.3,24,50,2,-80,0.65,50,0,0,1,1,1,0,0,0,20,0
65,,Gandaki,Tanahu,Prepaid,900,630,2,2.63,3.46,24,200,2,-76,0.48,45,1,24,0,1,0,0,0,0,20,0
69,,Bagmati,Lalitpur,Prepaid,2040,662,6,9.04,11.89,27,100,1,-76,0.45,50,0,0,0,2,0,0,0,0,25,0
24,,Madhesh,Dhanusha,Prepaid,3540,625,7,21.98,28.92,18,500,4,-74,0.32,50,0,0,1,1,0,0,0,0,10,0
68,,Bagmati,Kavre,Prepaid,2010,591,6,8.84,11.63,27,200,1,-76,0.51,50,0,0,0,2,0,1,0,0,25,1
24,,Madhesh,Bara,Prepaid,2070,694,6,6.58,8.66,21,100,3,-72,0.14,40,2,24,0,2,0,0,0,0,15,0
63,,Bagmati,Chitwan,Prepaid,2370,506,5,0.27,0.36,21,500,3,-78,0.79,50,0,0,0,4,1,0,0,0,15,0
25,,Koshi,Morang,Prepaid,1470,656,1,2.6,3.42,27,100,1,-72,0.15,50,0,0,0,4,1,0,0,0,25,1
50,,Koshi,Jhapa,Prepaid,1980,689,2,3.15,4.14,27,100,1,-78,0.58,50,0,0,1,3,0,0,0,0,25,0
66,,Madhesh,Parsa,Prepaid,3330,584,3,17.38,22.87,27,200,1,-74,0.34,50,0,0,1,3,1,0,0,0,25,0
53,,Gandaki,Tanahu,Prepaid,3570,587,6,13.65,17.96,24,50,2,-72,0.17,50,0,0,1,2,0,0,0,0,20,0
44,,Bagmati,Lalitpur,Prepaid,300,677,6,0.99,1.3,27,200,1,-72,0.15,50,0,0,0,2,0,0,0,0,25,0
63,,Sudurpashchim,Kailali,Postpaid,780,546,2,0.21,0.28,27,1000,1,-76,0.55,50,0,0,1,0,0,0,0,0,25,0
23,,Bagmati,Kavre,Prepaid,2640,655,2,1.23,1.62,24,500,2,-76,0.46,50,0,0,0,0,0,0,0,0,20,0
34,,Madhesh,Bara,Prepaid,1320,558,2,15.16,19.95,21,100,3,-76,0.54,45,1,24,0,1,1,0,0,0,15,0
29,,Madhesh,Dhanusha,Prepaid,2790,618,5,2.96,3.89,18,500,4,-78,0.65,45,1,24,1,2,0,0,0,0,10,0
64,,Sudurpashchim,Kailali,Prepaid,2760,652,10,0.05,0.07,27,50,1,-74,0.31,45,1,24,0,1,0,0,0,0,25,0
63,,Bagmati,Kathmandu,Prepaid,3240,974,6,0.9,1.18,18,100,4,-74,0.21,50,0,0,1,0,1,0,0,0,10,0
26,,Bagmati,Chitwan,Prepaid,2460,544,1,41.35,54.41,24,50,2,-70,0.0,40,2,24,0,1,0,0,0,0,20,1
35,,Lumbini,Rupandehi,Prepaid,870,513,4,2.04,2.68,24,100,2,-80,0.97,50,0,0,0,0,1,0,0,0,20,0
63,,Bagmati,Kathmandu,Prepaid,3180,667,5,9.55,12.57,24,500,2,-80,0.75,45,1,24,1,3,1,0,0,0,20,1
62,,Sudurpashchim,Kailali,Prepaid,1230,903,6,3.72,4.89,24,100,2,-70,0.0,50,0,0,0,4,0,0,0,0,20,1
41,,Bagmati,Bhaktapur,Prepaid,810,603,7,11.96,15.74,24,100,2,-72,0.17,50,0,0,0,1,1,0,0,0,20,1
22,,Bagmati,Kavre,Prepaid,3540,589,8,18.09,23.8,21,100,3,-74,0.34,45,1,24,0,3,1,0,0,0,15,0
65,,Lumbini,Banke,Prepaid,720,573,4,0.69,0.91,18,500,4,-78,0.7,50,0,0,0,3,0,0,0,0,10,0
56,,Bagmati,Lalitpur,Prepaid,1200,674,5,5.59,7.36,24,100,2,-76,0.44,50,0,0,0,0,1,0,0,0,20,0
21,,Bagmati,Kavre,Postpaid,210,784,3,11.98,15.76,27,1000,1,-70,0.0,50,0,0,0,4,1,0,0,0,25,1
43,,Madhesh,Parsa,Prepaid,630,636,6,5.59,7.36,18,50,4,-74,0.31,50,0,0,0,2,0,0,0,0,10,0
62,,Koshi,Sunsari,Prepaid,1560,393,3,7.35,9.67,24,100,2,-80,1.27,50,0,0,0,1,0,0,0,0,20,0
51,,Karnali,Surkhet,Prepaid,870,472,5,8.88,11.68,27,50,1,-76,0.63,50,0,0,1,3,0,0,0,0,25,0
62,,Koshi,Morang,Prepaid,2730,641,5,2.72,3.58,18,200,4,-74,0.31,45,1,24,1,2,0,0,0,0,10,0
57,,Bagmati,Kathmandu,Prepaid,1950,569,5,3.95,5.2,21,500,3,-78,0.7,50,0,0,0,1,0,0,0,0,15,0
40,,Bagmati,Bhaktapur,Prepaid,2100,586,6,2.67,3.51,27,50,1,-74,0.34,50,0,0,0,3,0,0,0,0,25,0
36,,Sudurpashchim,Kanchanpur,Prepaid,1920,657,2,45.43,59.78,18,200,4,-82,0.91,45,1,24,1,3,1,0,0,0,10,0
67,,Bagmati,Lalitpur,Prepaid,2790,766,5,7.99,10.51,24,50,2,-76,0.39,50,0,0,0,4,0,0,0,0,20,0
65,,Lumbini,Banke,Postpaid,1020,673,4,4.67,6.14,27,1000,1,-74,0.3,50,0,0,1,0,0,0,0,0,25,0
54,,Gandaki,Tanahu,Prepaid,690,520,6,12.27,16.14,18,200,4,-76,0.58,50,0,0,0,3,0,0,0,0,10,0
27,,Madhesh,Bara,Prepaid,150,679,4,5.02,6.61,18,50,4,-76,0.44,50,0,0,1,0,1,0,0,0,10,0
36,,Koshi,Sunsari,Prepaid,1410,635,7,7.92,10.42,27,50,1,-78,0.63,50,0,0,0,3,0,0,0,0,25,0
24,,Koshi,Morang,Prepaid,2340,724,6,22.01,28.96,18,200,4,-80,0.69,50,0,0,0,0,0,0,0,0,10,0
31,,Koshi,Morang,Prepaid,1140,437,7,11.9,15.66,21,500,3,-78,0.91,40,2,24,1,0,0,0,0,0,15,1
48,,Gandaki,Tanahu,Prepaid,1650,581,10,1.35,1.78,24,200,2,-74,0.34,50,0,0,0,2,0,0,0,0,20,0
41,,Sudurpashchim,Kailali,Postpaid,1530,728,3,13.28,17.47,27,1000,1,-74,0.27,50,0,0,1,2,0,0,0,0,25,0
38,,Bagmati,Bhaktapur,Prepaid,750,1005,2,2.39,3.14,18,100,4,-70,0.0,50,0,0,1,0,1,0,0,0,10,0
68,,Koshi,Jhapa,Prepaid,510,563,6,10.28,13.53,27,200,1,-72,0.18,50,0,0,0,4,0,0,0,0,25,1
51,,Madhesh,Bara,Prepaid,2880,691,2,24.7,32.5,24,50,2,-72,0.14,50,0,0,1,1,1,0,0,0,20,0
38,,Bagmati,Lalitpur,Prepaid,810,524,5,8.68,11.42,24,50,2,-74,0.38,50,0,0,1,2,0,0,0,0,20,0
36,,Karnali,Salyan,Prepaid,2880,555,4,6.72,8.84,24,100,2,-76,0.54,50,0,0,0,0,0,0,0,0,20,0
47,,Bagmati,Bhaktapur,Prepaid,420,682,3,3.67,4.83,24,50,2,-76,0.44,50,0,0,0,0,0,0,0,0,20,0
56,,Sudurpashchim,Kailali,Prepaid,2790,729,5,7.49,9.86,21,200,3,-76,0.41,50,0,0,0,1,1,0,0,0,15,0
64,,Bagmati,Kavre,Prepaid,1770,783,5,15.48,20.37,21,100,3,-74,0.26,50,0,0,1,4,1,0,0,0,15,0
36,,Madhesh,Bara,Postpaid,1470,708,4,1.44,1.89,27,1000,1,-80,0.71,50,0,0,1,3,1,0,0,0,25,0
28,,Koshi,Jhapa,Postpaid,750,771,4,6.13,8.07,27,1000,1,-78,0.52,50,0,0,0,2,0,0,0,0,25,1
29,,Madhesh,Parsa,Prepaid,3240,732,5,5.45,7.17,18,200,4,-80,0.68,50,0,0,0,0,0,0,0,0,10,0
59,,Sudurpashchim,Kanchanpur,Prepaid,3060,608,3,5.71,7.51,27,500,1,-80,0.82,50,0,0,0,4,0,0,0,0,25,0
69,,Koshi,Jhapa,Prepaid,840,635,4,18.13,23.86,21,100,3,-74,0.31,50,0,0,0,3,1,0,0,0,15,1
30,,Madhesh,Parsa,Prepaid,2130,495,2,14.19,18.67,24,200,2,-72,0.2,45,1,24,0,4,0,0,0,0,20,0
23,,Lumbini,Banke,Prepaid,3000,632,1,22.22,29.24,24,200,2,-74,0.32,50,0,0,0,0,0,0,0,0,20,0
48,,Koshi,Jhapa,Prepaid,1140,774,4,12.95,17.04,21,100,3,-72,0.13,50,0,0,0,2,0,0,0,0,15,0
21,,Bagmati,Kathmandu,Prepaid,900,641,2,4.23,5.57,18,500,4,-82,0.93,50,0,0,0,1,0,0,0,0,10,0
22,,Koshi,Sunsari,Postpaid,2190,624,3,8.99,11.83,27,1000,1,-80,0.8,50,0,0,1,0,0,0,0,0,25,0
58,,Lumbini,Rupandehi,Prepaid,1980,623,10,9.26,12.18,24,500,2,-72,0.16,50,0,0,0,0,0,0,0,0,20,0
37,,Koshi,Morang,Prepaid,1650,588,2,28.11,36.99,24,500,2,-74,0.34,50,0,0,0,3,0,0,0,0,20,0
21,,Madhesh,Bara,Prepaid,3270,502,1,4.83,6.36,18,50,4,-74,0.4,50,0,0,1,0,0,0,0,0,10,0
34,,Sudurpashchim,Kailali,Prepaid,1440,447,7,9.67,12.72,24,100,2,-78,0.89,40,2,24,0,2,1,0,0,0,20,1
39,,Gandaki,Tanahu,Prepaid,690,552,2,20.17,26.54,18,100,4,-76,0.54,50,0,0,1,1,1,0,0,0,10,0
42,,Bagmati,Lalitpur,Prepaid,3300,664,3,3.61,4.75,21,200,3,-74,0.3,50,0,0,0,3,1,0,0,0,15,0
57,,Bagmati,Chitwan,Prepaid,2700,510,3,12.11,15.93,21,200,3,-76,0.59,50,0,0,0,4,1,0,0,0,15,0
61,,Sudurpashchim,Kanchanpur,Prepaid,3180,586,7,15.23,20.04,24,100,2,-76,0.51,50,0,0,1,2,0,0,0,0,20,0
54,,Bagmati,Kavre,Prepaid,2610,638,5,8.65,11.38,24,200,2,-78,0.63,45,1,24,1,2,0,0,0,0,20,1
34,,Bagmati,Kavre,Prepaid,1740,728,6,21.37,28.12,18,50,4,-78,0.55,50,0,0,0,3,0,0,0,0,10,0
22,,Bagmati,Lalitpur,Prepaid,180,838,6,1.38,1.82,24,50,2,-76,0.36,50,0,0,1,3,0,0,0,0,20,1
59,,Sudurpashchim,Kailali,Prepaid,720,809,7,6.41,8.43,21,200,3,-70,0.0,50,0,0,1,1,0,0,0,0,15,0
54,,Lumbini,Rupandehi,Prepaid,2880,698,5,26.58,34.97,21,200,3,-70,0.0,50,0,0,0,2,0,0,0,0,15,0
18,,Bagmati,Kavre,Prepaid,3030,466,5,7.06,9.29,21,50,3,-76,0.64,50,0,0,1,2,0,0,0,0,15,0
28,,Lumbini,Banke,Prepaid,810,594,5,2.31,3.04,24,200,2,-72,0.17,50,0,0,1,2,0,0,0,0,20,0
36,,Sudurpashchim,Kanchanpur,Prepaid,2010,678,3,45.21,59.49,27,50,1,-72,0.15,50,0,0,0,2,0,0,0,0,25,0
38,,Bagmati,Kathmandu,Prepaid,990,590,4,10.38,13.66,21,200,3,-78,0.68,50,0,0,1,2,1,0,0,0,15,0
42,,Madhesh,Dhanusha,Prepaid,1650,613,6,3.68,4.84,18,100,4,-74,0.33,45,1,24,1,3,1,0,0,0,10,0
63,,Lumbini,Rupandehi,Prepaid,2940,765,4,3.38,4.45,18,100,4,-82,0.78,50,0,0,0,1,0,0,0,0,10,1
63,,Lumbini,Kapilvastu,Prepaid,1590,521,4,9.75,12.83,27,500,1,-76,0.57,50,0,0,0,2,0,0,0,0,25,0
42,,Madhesh,Dhanusha,Prepaid,2790,685,4,2.77,3.64,24,100,2,-74,0.29,50,0,0,0,4,0,0,0,0,20,0
19,,Karnali,Surkhet,Prepaid,1050,726,2,8.68,11.42,27,100,1,-78,0.55,50,0,0,0,4,0,0,0,0,25,0
42,,Koshi,Sunsari,Prepaid,1560,681,2,24.26,31.92,27,100,1,-74,0.29,50,0,0,0,0,1,0,0,0,25,1
39,,Gandaki,Kaski,Postpaid,3210,526,6,15.45,20.33,27,1000,1,-72,0.19,50,0,0,1,4,0,0,0,0,25,0
64,,Lumbini,Rupandehi,Prepaid,1710,492,4,0.35,0.46,27,500,1,-78,0.81,50,0,0,0,1,1,0,0,0,25,0
44,,Bagmati,Chitwan,Prepaid,1500,570,2,12.16,16.0,18,200,4,-76,0.53,50,0,0,0,1,0,0,0,0,10,0
20,,Gandaki,Tanahu,Prepaid,1320,731,3,8.57,11.28,18,200,4,-82,0.82,50,0,0,1,0,1,0,0,0,10,1
29,,Bagmati,Bhaktapur,Prepaid,2190,726,1,4.49,5.91,21,200,3,-70,0.0,50,0,0,0,1,1,0,0,0,15,0
69,,Bagmati,Kathmandu,Prepaid,810,568,9,9.61,12.64,21,50,3,-74,0.35,50,0,0,0,3,1,0,0,0,15,0
37,,Bagmati,Chitwan,Postpaid,1110,660,5,40.57,53.38,27,1000,1,-84,1.06,50,0,0,0,4,1,0,0,0,25,1
43,,Madhesh,Dhanusha,Postpaid,270,652,4,7.83,10.3,27,1000,1,-80,0.77,50,0,0,0,3,1,0,0,0,25,0
62,,Lumbini,Rupandehi,Prepaid,3000,558,1,10.97,14.43,21,50,3,-82,1.07,50,0,0,0,1,0,0,0,0,15,1
62,,Koshi,Morang,Prepaid,3060,858,4,8.91,11.72,24,50,2,-76,0.35,50,0,0,0,3,0,0,0,0,20,1
59,,Bagmati,Bhaktapur,Prepaid,420,568,5,29.86,39.29,18,200,4,-74,0.35,50,0,0,1,3,0,0,0,0,10,1
68,,Bagmati,Chitwan,Prepaid,1470,862,3,0.82,1.08,21,500,3,-84,0.81,50,0,0,1,4,0,0,0,0,15,0
24,,Koshi,Morang,Prepaid,330,623,3,3.74,4.92,21,200,3,-72,0.16,50,0,0,1,2,1,0,0,0,15,0
63,,Karnali,Salyan,Prepaid,1380,512,6,1.55,2.04,21,200,3,-72,0.19,45,1,24,1,2,0,0,0,0,15,0
39,,Gandaki,Kaski,Postpaid,1320,672,4,51.99,68.41,27,1000,1,-76,0.45,50,0,0,0,2,1,0,0,0,25,0
41,,Madhesh,Parsa,Prepaid,840,613,9,3.52,4.63,18,50,4,-78,0.65,50,0,0,0,4,0,0,0,0,10,0
61,,Koshi,Jhapa,Prepaid,420,495,2,2.18,2.87,27,500,1,-76,0.6,45,1,24,0,2,0,0,0,0,25,0
70,,Koshi,Jhapa,Prepaid,990,773,3,3.76,4.95,27,100,1,-78,0.52,45,1,24,0,4,0,0,0,0,25,0
28,,Bagmati,Kathmandu,Prepaid,1410,652,3,26.93,35.43,24,100,2,-70,0.0,50,0,0,1,4,0,0,0,0,20,0
56,,Gandaki,Syangja,Prepaid,90,550,8,1.94,2.55,21,50,3,-78,0.73,50,0,0,0,1,0,0,0,0,15,0
65,,Bagmati,Kavre,Postpaid,2640,716,4,0.59,0.78,27,1000,1,-74,0.28,40,2,24,0,0,0,0,0,0,25,1
68,,Lumbini,Kapilvastu,Prepaid,1830,683,2,4.6,6.05,21,100,3,-74,0.29,50,0,0,1,4,0,0,0,0,15,0
30,,Bagmati,Chitwan,Prepaid,660,788,4,8.08,10.63,24,50,2,-74,0.25,50,0,0,1,0,0,0,0,0,20,0
39,,Bagmati,Kathmandu,Prepaid,2190,535,2,1.24,1.63,18,500,4,-76,0.56,50,0,0,0,2,1,0,0,0,10,0
45,,Bagmati,Lalitpur,Prepaid,2220,656,5,14.01,18.43,21,200,3,-74,0.3,45,1,24,0,4,1,0,0,0,15,0
25,,Bagmati,Kathmandu,Prepaid,1380,593,7,25.73,33.86,21,200,3,-74,0.34,50,0,0,0,0,0,0,0,0,15,0
30,,Madhesh,Dhanusha,Postpaid,540,580,6,45.04,59.26,27,1000,1,-74,0.34,50,0,0,1,2,0,0,0,0,25,1
43,,Sudurpashchim,Kanchanpur,Prepaid,2580,743,4,11.85,15.59,18,100,4,-74,0.27,50,0,0,0,3,0,0,0,0,10,0
19,,Gandaki,Kaski,Prepaid,180,643,4,21.4,28.16,27,50,1,-78,0.62,50,0,0,0,0,0,0,0,0,25,0
47,,Lumbini,Kapilvastu,Prepaid,1140,462,4,2.87,3.78,24,500,2,-78,0.86,50,0,0,1,4,0,0,0,0,20,0
70,,Lumbini,Banke,Prepaid,210,388,7,6.13,8.07,27,100,1,-76,0.77,45,1,24,0,0,0,0,0,0,25,0
22,,Bagmati,Lalitpur,Prepaid,240,777,5,4.41,5.8,27,50,1,-80,0.64,50,0,0,1,2,1,0,0,0,25,1
45,,Bagmati,Kathmandu,Prepaid,1710,686,5,7.47,9.83,27,200,1,-72,0.15,45,1,24,0,0,0,0,0,0,25,0
33,,Koshi,Sunsari,Postpaid,1290,650,2,11.21,14.75,27,1000,1,-80,0.77,50,0,0,1,3,0,0,0,0,25,0
31,,Koshi,Jhapa,Prepaid,3150,472,3,15.58,20.5,21,50,3,-74,0.42,50,0,0,0,2,1,0,0,0,15,0
69,,Madhesh,Dhanusha,Prepaid,2220,476,3,4.48,5.89,27,50,1,-80,1.05,50,0,0,1,0,1,0,0,0,25,0
31,,Bagmati,Bhaktapur,Prepaid,1830,774,5,4.15,5.46,18,100,4,-70,0.0,50,0,0,0,3,1,0,0,0,10,1
54,,Madhesh,Parsa,Postpaid,900,662,4,8.75,11.51,27,1000,1,-72,0.15,50,0,0,0,2,1,0,0,0,25,0
53,,Koshi,Jhapa,Prepaid,2400,577,3,8.31,10.93,24,200,2,-70,0.0,50,0,0,0,1,0,1,0,0,20,0
52,,Bagmati,Lalitpur,Prepaid,2910,801,7,0.19,0.25,18,500,4,-78,0.5,50,0,0,0,1,0,0,0,0,10,0
41,,Gandaki,Syangja,Prepaid,480,586,2,0.57,0.75,27,200,1,-74,0.34,50,0,0,0,1,0,0,0,0,25,0
70,,Lumbini,Rupandehi,Prepaid,150,598,3,2.1,2.76,27,200,1,-80,0.83,50,0,0,0,1,0,0,0,0,25,1
38,,Madhesh,Dhanusha,Prepaid,1170,472,4,9.57,12.59,21,50,3,-76,0.63,50,0,0,0,3,0,0,0,0,15,0
36,,Bagmati,Kavre,Prepaid,2160,792,8,32.78,43.13,21,500,3,-78,0.5,50,0,0,0,0,0,0,0,0,15,1
63,,Gandaki,Kaski,Prepaid,2970,619,5,15.33,20.17,18,100,4,-72,0.16,50,0,0,1,1,0,0,0,0,10,0
71,,Gandaki,Syangja,Prepaid,3330,407,1,5.02,6.61,18,100,4,-72,0.25,50,0,0,0,1,0,0,0,0,10,0
36,,Madhesh,Parsa,Prepaid,2040,783,3,1.74,2.29,18,100,4,-80,0.64,50,0,0,1,4,0,0,0,0,10,0
48,,Sudurpashchim,Kanchanpur,Prepaid,1920,652,2,22.94,30.18,21,100,3,-78,0.61,50,0,0,1,0,0,0,0,0,15,0
53,,Madhesh,Parsa,Prepaid,3090,529,5,0.52,0.68,21,50,3,-74,0.38,50,0,0,0,0,0,0,0,0,15,0
49,,Karnali,Surkhet,Prepaid,1680,577,2,10.4,13.68,18,500,4,-82,1.04,50,0,0,1,4,0,0,0,0,10,1
39,,Bagmati,Kavre,Prepaid,2670,729,4,27.55,36.25,21,500,3,-72,0.14,50,0,0,1,2,0,0,0,0,15,0
32,,Koshi,Sunsari,Prepaid,1380,655,2,7.86,10.34,21,500,3,-74,0.3,50,0,0,0,3,0,0,0,0,15,0
37,,Bagmati,Bhaktapur,Prepaid,1290,528,3,27.21,35.8,18,200,4,-76,0.57,50,0,0,0,1,1,0,0,0,10,0
65,,Gandaki,Kaski,Prepaid,3180,609,3,7.36,9.68,27,50,1,-76,0.49,50,0,0,0,1,1,0,0,0,25,0
69,,Madhesh,Dhanusha,Prepaid,630,763,2,33.49,44.07,27,200,1,-70,0.0,50,0,0,0,3,1,0,0,0,25,0
61,,Karnali,Salyan,Prepaid,480,701,2,0.82,1.08,27,100,1,-74,0.28,50,0,0,1,1,1,0,0,0,25,0
43,,Koshi,Jhapa,Prepaid,2070,466,6,2.92,3.84,24,200,2,-76,0.64,50,0,0,0,1,0,0,0,0,20,0
42,,Bagmati,Chitwan,Prepaid,780,791,3,12.06,15.87,24,100,2,-80,0.63,50,0,0,0,3,0,0,0,0,20,0
67,,Bagmati,Lalitpur,Postpaid,270,563,5,1.24,1.63,27,1000,1,-80,0.89,50,0,0,1,1,0,0,0,0,25,1
46,,Bagmati,Kathmandu,Prepaid,2190,555,4,3.69,4.86,27,100,1,-78,0.72,50,0,0,0,3,0,0,0,0,25,0
45,,Koshi,Morang,Prepaid,510,541,6,23.81,31.33,18,100,4,-72,0.18,45,1,24,0,1,0,0,0,0,10,1
31,,Sudurpashchim,Kanchanpur,Prepaid,3420,659,4,3.47,4.57,21,500,3,-76,0.45,50,0,0,1,4,0,0,0,0,15,1
42,,Madhesh,Parsa,Prepaid,2610,679,1,0.98,1.29,21,500,3,-70,0.0,50,0,0,0,1,0,0,0,0,15,0
56,,Bagmati,Bhaktapur,Prepaid,1980,605,7,40.94,53.87,24,100,2,-76,0.5,45,1,24,0,2,0,0,0,0,20,0
46,,Koshi,Sunsari,Prepaid,1050,571,1,3.28,4.32,21,100,3,-76,0.52,40,2,24,1,4,0,0,0,0,15,0
61,,Bagmati,Chitwan,Prepaid,3360,645,4,18.41,24.22,18,200,4,-74,0.31,45,1,24,0,0,0,0,0,0,10,1
46,,Gandaki,Tanahu,Prepaid,1440,719,2,3.36,4.42,24,100,2,-78,0.56,50,0,0,0,4,0,0,0,0,20,0
